Topic,Size,Total Domestic Gross,Total Worldwide Gross
"Filmed in Majestic Star Casino, Gary, IN",1,"$352,390,543 ","$1,123,794,079 "
Filmed in Maldives,1,"$532,177,324 ","$1,055,135,598 "
"Filmed in Malibu, CA",1,"$353,007,020 ","$1,517,179,709 "
"Filmed in Malin Head, Ireland",1,"$620,181,382 ","$1,332,539,889 "
"Filmed in Manhattan Beach, CA",1,"$408,992,272 ","$1,215,392,272 "
"Filmed in Manhattan, New York, NY",1,"$623,357,910 ","$1,515,100,211 "
"Filmed in Mapo Bridge, Seoul, South Korea",1,"$459,005,868 ","$1,396,099,202 "
"Filmed in Marco Polo International Airport, Venice, Italy",1,"$390,532,085 ","$1,131,219,645 "
"Filmed in Marin County, CA",1,"$115,000,000 ","$140,000,000 "
"Filmed in Marine City, Busan, South Korea",1,"$700,059,566 ","$1,336,494,321 "
"Filmed in Marriott Marquis Hotel, Atlanta, GA",1,"$424,668,047 ","$864,868,047 "
"Filmed in Matamata, New Zealand",1,"$377,845,905 ","$1,120,224,046 "
"Filmed in Matmata, Tunisia",1,"$460,998,007 ","$775,398,007 "
"Filmed in Meadow Brook Hall, Rochester Hills, MI",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Mecklenburg County, NC",1,"$408,010,692 ","$677,923,379 "
"Filmed in Mehrangarh Fort, Jodhpur, India",1,"$448,139,099 ","$1,082,228,107 "
"Filmed in Mellon Institute, Carnegie Mellon University, Pittsburgh, PA",1,"$448,139,099 ","$1,082,228,107 "
"Filmed in Mel’s Drive-in, San Francisco, CA",1,"$115,000,000 ","$140,000,000 "
"Filmed in Mercer County, NJ",1,"$402,111,870 ","$836,519,699 "
"Filmed in Merritt Island, FL",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Miami Beach, FL",1,"$408,992,272 ","$1,215,392,272 "
"Filmed in Miami Dade County, FL",1,"$408,992,272 ","$1,215,392,272 "
"Filmed in Miami, FL",1,"$408,992,272 ","$1,215,392,272 "
"Filmed in Michigan Boulevard Garden Apartments, Chicago, IL",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Michigan Central Station, Detroit, MI",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Michigan, United States",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Middletown, DE",1,"$95,860,116 ","$239,500,000 "
"Filmed in Military Park, Newark, NJ",1,"$448,139,099 ","$1,082,228,107 "
"Filmed in Mill Valley, CA",1,"$115,000,000 ","$140,000,000 "
"Filmed in Milwaukee Art Museum, Milwaukee, WI",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Milwaukee County, WI",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Milwaukee, WI",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Missouri, United States",1,"$389,813,101 ","$869,113,101 "
"Filmed in Monarch Pass, CO",1,"$353,007,020 ","$1,517,179,709 "
"Filmed in Moondance Diner, New York, NY",1,"$403,706,375 ","$821,706,375 "
"Filmed in Mount Etna, Italy",1,"$380,270,577 ","$848,998,877 "
"Filmed in Mount Isabella de Torres, Puerto Plata, Dominican Republic",1,"$402,523,348 ","$1,045,573,035 "
"Filmed in Mount Ruapehu, New Zealand",1,"$377,845,905 ","$1,120,224,046 "
"Filmed in Mýrdalssandur, Iceland",1,"$532,177,324 ","$1,055,135,598 "
"Filmed in Nafta, Tunisia",1,"$460,998,007 ","$775,398,007 "
"Filmed in NASA Michoud Assembly Facility, New Orleans",1,"$652,270,625 ","$1,669,943,967 "
"Filmed in NASA Plum Brook Station, Sandusky, OH",1,"$623,357,910 ","$1,515,100,211 "
"Filmed in National Mall, Washington, DC",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Navy Pier, Chicago, IL",1,"$533,720,947 ","$999,434,419 "
"Filmed in New Castle County, DE",1,"$95,860,116 ","$239,500,000 "
"Filmed in New Castle, DE",1,"$95,860,116 ","$239,500,000 "
"Filmed in New Hanover County, NC",1,"$408,992,272 ","$1,215,392,272 "
"Filmed in New South Wales, Australia",1,"$380,270,577 ","$848,998,877 "
"Filmed in New York Public Library, New York, NY",1,"$403,706,375 ","$821,706,375 "
"Filmed in Newark City Hall, Newark, NJ",1,"$448,139,099 ","$1,082,228,107 "
"Filmed in Newark Liberty International Airport, Newark, NJ",1,"$390,532,085 ","$1,131,219,645 "
"Filmed in Newark, NJ",1,"$448,139,099 ","$1,082,228,107 "
"Filmed in Ni'ihau, HI",1,"$402,523,348 ","$1,045,573,035 "
"Filmed in No5 Orange, Vancouver, BC, Canada",1,"$363,070,709 ","$784,682,527 "
"Filmed in North Shore Studios, Vancouver, BC, Canada",1,"$363,070,709 ","$784,682,527 "
"Filmed in Northampton County, PA",1,"$402,111,870 ","$836,519,699 "
"Filmed in Northridge, CA",1,"$435,110,554 ","$792,962,972 "
"Filmed in Northumberland, England",1,"$417,719,760 ","$1,308,334,005 "
Filmed in Norway,1,"$408,084,349 ","$1,151,918,521 "
"Filmed in Norwich, East Anglia, England",1,"$459,005,868 ","$1,396,099,202 "
"Filmed in Nottinghamshire, England",1,"$448,139,099 ","$1,082,228,107 "
"Filmed in Nova Scotia, Canada",1,"$659,363,944 ","$2,207,986,545 "
"Filmed in Novato, CA",1,"$115,000,000 ","$140,000,000 "
"Filmed in Nu'uanu Pali, Oahu, HI",1,"$404,508,916 ","$961,230,193 "
"Filmed in Náměstí Dr E Beneše Square, Liberac, Czech Republic",1,"$390,532,085 ","$1,131,219,645 "
"Filmed in Oak Island, NC",1,"$408,992,272 ","$1,215,392,272 "
"Filmed in Oakland Cemetery, Atlanta, GA",1,"$353,007,020 ","$1,517,179,709 "
"Filmed in Oakland County, MI",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Ohio, United States",1,"$623,357,910 ","$1,515,100,211 "
"Filmed in Old Post Office Building, Chicago, IL",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Olympiastadion, Berlin, Germany",1,"$408,084,349 ","$1,151,918,521 "
"Filmed in One Great George Street, London, England",1,"$412,563,408 ","$818,058,221 "
"Filmed in Orange County, FL",1,"$421,785,283 ","$986,214,868 "
"Filmed in Otero County, NM",1,"$402,111,870 ","$836,519,699 "
"Filmed in Oxfordshire, England",1,"$412,563,408 ","$818,058,221 "
"Filmed in Oxnard, CA",1,"$426,829,839 ","$1,129,727,388 "
"Filmed in Pacific Electric Building, Los Angeles, CA",1,"$403,706,375 ","$821,706,375 "
"Filmed in Palos Verdes, CA",1,"$423,315,812 ","$1,066,215,812 "
"Filmed in Papailoa Beach, Oahu, HI",1,"$417,719,760 ","$1,308,334,005 "
"Filmed in Park Avenue, New York, NY",1,"$623,357,910 ","$1,515,100,211 "
"Filmed in Parma, OH",1,"$623,357,910 ","$1,515,100,211 "
"Filmed in Passaic County, NJ",1,"$424,668,047 ","$864,868,047 "
"Filmed in Peachtree Christian Church, Atlanta, GA",1,"$408,084,349 ","$1,151,918,521 "
"Filmed in Pembrokeshire, Wales",1,"$381,193,157 ","$1,334,392,544 "
"Filmed in Penn Station, New York, NY",1,"$390,532,085 ","$1,131,219,645 "
"Filmed in Petra, Jordan",1,"$402,111,870 ","$836,519,699 "
"Filmed in Philadelphia City Hall, Philadelphia, PA",1,"$402,111,870 ","$836,519,699 "
"Filmed in Philadelphia, PA",1,"$402,111,870 ","$836,519,699 "
Filmed in Philippines,1,"$678,815,482 ","$2,044,540,523 "
"Filmed in Phuket, Thailand",1,"$380,270,577 ","$848,998,877 "
"Filmed in Picadilly Circus, London, England",1,"$533,720,947 ","$999,434,419 "
"Filmed in Piedmont Park, Atlanta, GA",1,"$858,373,000 ","$2,797,800,564 "
"Filmed in Pikes Peak Highway, CO",1,"$353,007,020 ","$1,517,179,709 "
"Filmed in Pikes Peak, CO",1,"$353,007,020 ","$1,517,179,709 "
"Filmed in Pima County, AZ",1,"$402,111,870 ","$836,519,699 "
"Filmed in Pinal County, AZ",1,"$353,007,020 ","$1,517,179,709 "
"Filmed in Pittsburgh, PA",1,"$448,139,099 ","$1,082,228,107 "
"Filmed in Place de la Concorde, Paris, France",1,"$402,111,870 ","$836,519,699 "
"Filmed in PNE Agrodome, Vancouver, BC, Canada",1,"$363,070,709 ","$784,682,527 "
"Filmed in Pollepel Island, NY",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Port Richmond Power Generation Station, Philadelphia, PA",1,"$402,111,870 ","$836,519,699 "
"Filmed in Porta Magna, Venice, Italy",1,"$390,532,085 ","$1,131,219,645 "
"Filmed in Porter Ranch, CA",1,"$435,110,554 ","$792,962,972 "
"Filmed in Prague, Czech Republic",1,"$390,532,085 ","$1,131,219,645 "
"Filmed in Princeton University, Princeton, NJ",1,"$402,111,870 ","$836,519,699 "
"Filmed in Princeton, NJ",1,"$402,111,870 ","$836,519,699 "
"Filmed in Pua'ena Point, Oahu, HI",1,"$417,719,760 ","$1,308,334,005 "
"Filmed in Public Square, Cleveland, OH",1,"$623,357,910 ","$1,515,100,211 "
"Filmed in Puerto Plata, Dominican Republic",1,"$402,523,348 ","$1,045,573,035 "
"Filmed in Pymmes Park, London, England",1,"$532,177,324 ","$1,055,135,598 "
"Filmed in Pūtangirua Pinnacles, New Zealand",1,"$377,845,905 ","$1,120,224,046 "
"Filmed in Queensboro Bridge, New York, NY",1,"$403,706,375 ","$821,706,375 "
"Filmed in RAF Bovingdon, Hertfordshire, England",1,"$532,177,324 ","$1,055,135,598 "
"Filmed in RAF Greenham Common, Berkshire, England",1,"$936,662,225 ","$2,065,478,084 "
"Filmed in Rajasthan, India",1,"$448,139,099 ","$1,082,228,107 "
"Filmed in Ramapo Mountain State Forest, NJ",1,"$424,668,047 ","$864,868,047 "
"Filmed in Randolph Street Station, Chicago, IL",1,"$533,720,947 ","$999,434,419 "
"Filmed in Rangipo Desert, New Zealand",1,"$377,845,905 ","$1,120,224,046 "
"Filmed in Red Rock Canyon State Park, CA",1,"$402,523,348 ","$1,045,573,035 "
"Filmed in Reynisfjara, Iceland",1,"$532,177,324 ","$1,055,135,598 "
"Filmed in Rialto Bridge, Venice, Italy",1,"$390,532,085 ","$1,131,219,645 "
"Filmed in Richmond, BC, Canada",1,"$363,070,709 ","$784,682,527 "
"Filmed in Richmond, CA",1,"$115,000,000 ","$140,000,000 "
"Filmed in Ringwood, NJ",1,"$424,668,047 ","$864,868,047 "
"Filmed in Rittenhouse Square, Philadelphia, PA",1,"$402,111,870 ","$836,519,699 "
"Filmed in Riverside Church, New York, NY",1,"$373,524,485 ","$794,697,557 "
"Filmed in Riverview Hospital, Coquitlam, BC, Canada",1,"$363,070,709 ","$784,682,527 "
"Filmed in Rivoli Ballroom, London, England",1,"$459,005,868 ","$1,396,099,202 "
"Filmed in Rochester Hills, MI",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Rockefeller Center, New York, NY",1,"$403,706,375 ","$821,706,375 "
"Filmed in Rome, Italy",1,"$370,782,930 ","$622,313,635 "
"Filmed in Rookery Building, Chicago, IL",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Rosarito, Mexico",1,"$659,363,944 ","$2,207,986,545 "
"Filmed in Rose Center for Earth & Space, New York, NY",1,"$373,524,485 ","$794,697,557 "
"Filmed in Rose Hill, NC",1,"$408,992,272 ","$1,215,392,272 "
"Filmed in Royal Roads University, Victoria, BC, Canada",1,"$363,070,709 ","$784,682,527 "
Filmed in Rwenzori Mountains Uganda,1,"$700,059,566 ","$1,336,494,321 "
Filmed in Saint Vincent and the Grenadines,1,"$423,315,812 ","$1,066,215,812 "
"Filmed in Salar de Uyuni salt flats, Bolivia",1,"$620,181,382 ","$1,332,539,889 "
"Filmed in San Bernadino County, CA",1,"$426,829,839 ","$1,129,727,388 "
"Filmed in San Diego County, CA",1,"$402,111,870 ","$836,519,699 "
"Filmed in San Rafael, CA",1,"$115,000,000 ","$140,000,000 "
"Filmed in Sandusky, OH",1,"$623,357,910 ","$1,515,100,211 "
"Filmed in Santa Maria Formosa, Venice, Italy",1,"$390,532,085 ","$1,131,219,645 "
"Filmed in SAS Institute, Cary, NC",1,"$408,992,272 ","$1,215,392,272 "
"Filmed in Sassi di Matera, Italy",1,"$412,563,408 ","$818,058,221 "
"Filmed in Schkeuditz, Germany",1,"$408,084,349 ","$1,151,918,521 "
"Filmed in Sebitseom, Seoul, South Korea",1,"$459,005,868 ","$1,396,099,202 "
"Filmed in Seoul, South Korea",1,"$459,005,868 ","$1,396,099,202 "
"Filmed in Serengeti National Park, Tanzania",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Sgwd Henrhyd Falls, Brecon Beacons National Park, Wales",1,"$448,139,099 ","$1,082,228,107 "
"Filmed in Shaver Lake, CA",1,"$426,829,839 ","$1,129,727,388 "
"Filmed in Shelby, NC",1,"$408,010,692 ","$677,923,379 "
"Filmed in Shibuya Crossing, Tokyo, Japan",1,"$353,007,020 ","$1,517,179,709 "
"Filmed in Sicilian Avenue, London, England",1,"$412,563,408 ","$818,058,221 "
"Filmed in Simi Valley, CA",1,"$426,829,839 ","$1,129,727,388 "
"Filmed in Six Flags New Orleands, LA",1,"$652,270,625 ","$1,669,943,967 "
"Filmed in Sixth Street Viaduct, Los Angeles, CA",1,"$353,007,020 ","$1,517,179,709 "
"Filmed in Slough, Berkshire, England",1,"$417,719,760 ","$1,308,334,005 "
"Filmed in Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA",1,"$448,139,099 ","$1,082,228,107 "
"Filmed in Sonoma County, CA",1,"$115,000,000 ","$140,000,000 "
"Filmed in Sonoma, CA",1,"$115,000,000 ","$140,000,000 "
"Filmed in SS Jeremiah O’Brien, San Francisco, CA",1,"$659,363,944 ","$2,207,986,545 "
"Filmed in St Abbs, Scotland",1,"$858,373,000 ","$2,797,800,564 "
"Filmed in St. Andrew’s School, Middletown, DE",1,"$95,860,116 ","$239,500,000 "
"Filmed in St. Charles County, MO",1,"$389,813,101 ","$869,113,101 "
"Filmed in St. Charles, MO",1,"$389,813,101 ","$869,113,101 "
"Filmed in Stansted Airport, Essex, England",1,"$390,532,085 ","$1,131,219,645 "
"Filmed in Steven F. Udvar-Hazy Center, Fairfax County, VA",1,"$402,111,870 ","$836,519,699 "
"Filmed in Stockbridge, GA",1,"$353,007,020 ","$1,517,179,709 "
"Filmed in Suffolk, England",1,"$381,193,157 ","$1,334,392,544 "
"Filmed in Swan House, Atlanta, GA",1,"$424,668,047 ","$864,868,047 "
"Filmed in Sweet Auburn, Atlanta, GA",1,"$700,059,566 ","$1,336,494,321 "
"Filmed in Swinley Forest, Surrey, England",1,"$381,193,157 ","$1,334,392,544 "
"Filmed in Sydney, Australia",1,"$380,270,577 ","$848,998,877 "
"Filmed in Tamalpais High School, Mill Valley, CA",1,"$115,000,000 ","$140,000,000 "
Filmed in Tanzania,1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Terminal City Iron Works, Langley, BC, Canada",1,"$363,070,709 ","$784,682,527 "
"Filmed in Texas, United States",1,"$352,390,543 ","$1,123,794,079 "
Filmed in Thailand,1,"$380,270,577 ","$848,998,877 "
Filmed in the Bahamas,1,"$423,315,812 ","$1,066,215,812 "
"Filmed in The Berghoff restaurant, Chicago, IL",1,"$533,720,947 ","$999,434,419 "
"Filmed in the Forest of Dean, Gloucestershire, England",1,"$936,662,225 ","$2,065,478,084 "
"Filmed in The Ironworks Studios, Vancouver, BC, Canada",1,"$363,070,709 ","$784,682,527 "
"Filmed in the Lake District, England",1,"$936,662,225 ","$2,065,478,084 "
"Filmed in The Loop, Chicago, IL",1,"$373,524,485 ","$794,697,557 "
"Filmed in The Natural History Museum of Los Angeles County, Los Angeles, CA",1,"$403,706,375 ","$821,706,375 "
"Filmed in the Port of Wilmington, NC",1,"$408,992,272 ","$1,215,392,272 "
Filmed in the R/V Akademik Mstislav Keldysh,1,"$659,363,944 ","$2,207,986,545 "
Filmed in the Scottish Highlands,1,"$678,815,482 ","$2,044,540,523 "
"Filmed in The Shard, London, England",1,"$390,532,085 ","$1,131,219,645 "
"Filmed in The Tower of London, London, England",1,"$390,532,085 ","$1,131,219,645 "
Filmed in the United Arab Emirates,1,"$936,662,225 ","$2,065,478,084 "
"Filmed in The Vinohrady Theatre, Prague, Czech Republic",1,"$390,532,085 ","$1,131,219,645 "
"Filmed in The Zone Bowling Centre, Richmond, BC, Canada",1,"$363,070,709 ","$784,682,527 "
"Filmed in Tikal, Guatemala",1,"$460,998,007 ","$775,398,007 "
"Filmed in Tilbury Docks, Essex, England",1,"$412,563,408 ","$818,058,221 "
"Filmed in Tilbury Fort, Essex, England",1,"$412,563,408 ","$818,058,221 "
"Filmed in Times Square, New York, NY",1,"$403,706,375 ","$821,706,375 "
"Filmed in Titanic wreck, Atlantic Ocean",1,"$659,363,944 ","$2,207,986,545 "
"Filmed in Tokyo, Japan",1,"$353,007,020 ","$1,517,179,709 "
"Filmed in Tower Automotive complex, Milwaukee, WI",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Tower Bridge, London, England",1,"$390,532,085 ","$1,131,219,645 "
"Filmed in Trafalgar Square, London, England",1,"$412,563,408 ","$818,058,221 "
"Filmed in Transylvania County, NC",1,"$408,010,692 ","$677,923,379 "
"Filmed in Trebah Gardens, Cornwall, England",1,$0 ,"$7,668,663 "
"Filmed in Tribune Tower, Chicago, IL",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Trump Tower, New York, NY",1,"$448,139,099 ","$1,082,228,107 "
"Filmed in Tucson International Airport, Tucscon, AZ",1,"$402,111,870 ","$836,519,699 "
"Filmed in Tucson, AZ",1,"$402,111,870 ","$836,519,699 "
"Filmed in Tujunga, CA",1,"$435,110,554 ","$792,962,972 "
"Filmed in Turtle Bay, Oahu, HI",1,"$404,508,916 ","$961,230,193 "
"Filmed in Twizel, New Zealand",1,"$377,845,905 ","$1,120,224,046 "
Filmed in Uganda,1,"$700,059,566 ","$1,336,494,321 "
"Filmed in Ulster County, New York, NY",1,"$858,373,000 ","$2,797,800,564 "
"Filmed in UN Headquarters, New York, NY",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Union City, GA",1,"$404,508,916 ","$961,230,193 "
"Filmed in University of East Anglia, Norwich, England",1,"$459,005,868 ","$1,396,099,202 "
"Filmed in University of Pennsylvania, Philadelphia, PA",1,"$402,111,870 ","$836,519,699 "
"Filmed in Upper Heyford air base, Oxfordshire, England",1,"$412,563,408 ","$818,058,221 "
Filmed in USS John C. Stennis,1,"$402,111,870 ","$836,519,699 "
"Filmed in Valley House Plantation Estate, Kauai, HI",1,"$402,523,348 ","$1,045,573,035 "
"Filmed in Van Buren Street post office, Chicago, IL",1,"$533,720,947 ","$999,434,419 "
"Filmed in Van Nuys, CA",1,"$460,998,007 ","$775,398,007 "
"Filmed in Vancouver, BC, Canada",1,"$363,070,709 ","$784,682,527 "
"Filmed in Venice, Italy",1,"$390,532,085 ","$1,131,219,645 "
"Filmed in Ventura County, CA",1,"$426,829,839 ","$1,129,727,388 "
"Filmed in Victoria House, London, England",1,"$412,563,408 ","$818,058,221 "
"Filmed in Victoria, BC, Canada",1,"$363,070,709 ","$784,682,527 "
"Filmed in Villa Cimbrone, Italy",1,"$412,563,408 ","$818,058,221 "
"Filmed in Virginia, United States",1,"$402,111,870 ","$836,519,699 "
"Filmed in Vizcaya Museum and Gardens, Miami, FL",1,"$408,992,272 ","$1,215,392,272 "
"Filmed in Vulcan Materials Quarry, Stockbridge, GA",1,"$353,007,020 ","$1,517,179,709 "
"Filmed in Waimea Falls Park, Oahu, HI",1,"$404,508,916 ","$961,230,193 "
"Filmed in Wake County, NC",1,"$408,992,272 ","$1,215,392,272 "
"Filmed in Walt Disney Animation Studios, Glendale, CA",1,"$421,785,283 ","$986,214,868 "
"Filmed in Walt Disney Feature Animation Florida, Bay Lake, FL",1,"$421,785,283 ","$986,214,868 "
"Filmed in Wardpark Studios, Lanarkshire, Scotland",1,"$678,815,482 ","$2,044,540,523 "
"Filmed in Washington, DC",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Wayne County, MI",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in West Sussex, England",1,"$412,563,408 ","$818,058,221 "
"Filmed in Westlake High School, Fulton County, GA",1,"$404,508,916 ","$961,230,193 "
"Filmed in White Cay, Bahamas",1,"$423,315,812 ","$1,066,215,812 "
"Filmed in White Sands Missile Range, NM",1,"$402,111,870 ","$836,519,699 "
"Filmed in Whiting Refinery, Whiting, IN",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Whiting, IN",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Wilmington International Airport, Wilmington, NC",1,"$408,992,272 ","$1,215,392,272 "
"Filmed in Wilmington, DE",1,"$95,860,116 ","$239,500,000 "
"Filmed in Wilmington, NC",1,"$408,992,272 ","$1,215,392,272 "
"Filmed in Wiltshire, England",1,$0 ,"$7,668,663 "
"Filmed in Wisconsin, United States",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Wollaton Hall, Nottinghamshire, England",1,"$448,139,099 ","$1,082,228,107 "
"Filmed in Woodhall Estate, Hertfordshire, England",1,$0 ,"$7,668,663 "
"Filmed in Worthington, PA",1,"$623,357,910 ","$1,515,100,211 "
"Filmed in Wrigley Building, Chicago, IL",1,"$352,390,543 ","$1,123,794,079 "
"Filmed in Yorkshire, England",1,$0 ,"$7,668,663 "
Filmed in Zambia,1,"$700,059,566 ","$1,336,494,321 "
Financial Windfall,1,$0 ,$0 
First Date,1,"$6,304,223 ","$6,612,968 "
Fishing,1,"$8,547,045 ","$13,008,804 "
Foreign Legion,1,"$7,814 ","$7,814 "
Forensic Science,1,"$184,495 ","$184,495 "
French New Wave,1,"$373,597 ","$379,949 "
Funk,1,"$143,986 ","$143,986 "
Fusion Music,1,"$120,980 ","$123,862 "
Gargoyles,1,"$19,075,290 ","$74,575,290 "
Gentrification,1,$0 ,$0 
Getaway Driver,1,"$107,825,862 ","$228,104,185 "
Gig Economy,1,"$28,273 ","$10,162,036 "
Gorn or Splatter Horror,1,$0 ,$0 
Goryeo Dynasty,1,"$111,071 ","$2,345,062 "
Guantanamo Bay,1,$0 ,$0 
Gunrunner,1,"$1,799,322 ","$3,793,739 "
Hanukkah,1,"$18,065,180 ","$41,707,843 "
Heckler,1,$0 ,$0 
Hedonism,1,"$199,767 ","$266,663 "
Honor Killing,1,$0 ,$0 
Illegal Sports,1,"$2,647 ","$2,647 "
Imposter,1,$0 ,"$290,473 "
Independence Day,1,$0 ,$0 
Industrial Accident,1,$0 ,$0 
Intentional Incarceration,1,$0 ,"$8,197 "
Internships,1,"$82,386,475 ","$123,209,578 "
IPO,1,"$63,029 ","$7,633,397 "
Laboratory Accidents,1,$0 ,$0 
Librarian,1,"$573,503 ","$694,750 "
Living in Luxury,1,$0 ,"$1,995,127 "
Living on a Small Island,1,$0 ,$0 
Long Engagement,1,$0 ,$0 
Loss of Privacy,1,$0 ,"$1,718,502 "
Loved One Going to Jail,1,$0 ,"$136,485 "
Luchador,1,$0 ,$0 
Mall / Strip Mall,1,$0 ,$0 
Mardi Gras,1,"$3,242 ","$3,242 "
Market Bubble,1,"$70,259,870 ","$133,162,752 "
Maternal Death,1,$0 ,$0 
Mayor,1,"$28,370,522 ","$57,438,389 "
Memorial Day,1,"$8,647 ","$8,647 "
Mercy Killing,1,"$5,000 ","$2,243,672 "
Militia,1,"$11,568 ","$2,204,067 "
Minimalism,1,"$261,865 ","$261,865 "
Monastery,1,"$12,107 ","$12,107 "
Monster Trucks,1,"$33,370,166 ","$61,642,798 "
Mossad,1,$0 ,"$84,817 "
Mother’s Day,1,"$3,919 ","$3,919 "
Nature vs. Nuture,1,$0 ,$0 
New Job,1,$0 ,$0 
Newfoundland,1,"$42,166 ","$42,360 "
On Probation,1,"$4,333,394 ","$4,985,354 "
Organ Harvesting,1,$0 ,$0 
Ozploitation,1,"$2,250 ","$2,250 "
Pacific Islanders,1,"$248,757,044 ","$636,155,760 "
Pacifism,1,"$67,209,615 ","$168,904,682 "
Pacifist,1,$0 ,"$6,429,471 "
Pampered Pets,1,"$14,610 ","$14,610 "
Parkinson’s Disease,1,$0 ,"$1,786 "
Party Crashers,1,$0 ,$0 
Podcast,1,$0 ,$0 
Postal Workers / Delivery Person,1,"$5,801,249 ","$9,693,851 "
Power Vacuum,1,"$8,047,856 ","$20,441,110 "
Predicted Death,1,"$25,621,766 ","$42,220,029 "
Pretending to be your Parents,1,$0 ,$0 
Public Access TV,1,"$625,727 ","$629,886 "
Public Defenders,1,"$19,128 ","$19,128 "
Recidivism,1,"$27,007,844 ","$37,584,304 "
Recreational Vehicle,1,"$3,224,126 ","$19,340,538 "
Regicide,1,"$521,396 ","$91,462,581 "
Restoring Lost Movies,1,"$56,220 ","$56,220 "
Road Rage,1,"$20,831,465 ","$36,360,666 "
Robber Baron,1,"$93,432,655 ","$162,136,124 "
Romancing Yourself,1,$0 ,"$5,386,852 "
Rumors,1,"$36,089 ","$36,089 "
Science Fair,1,"$278,350 ","$279,491 "
Science vs Nature,1,"$17,181 ","$17,181 "
Scientology,1,"$22,936 ","$2,367,220 "
Sculpter,1,"$13,614 ","$13,614 "
Secret or Hidden Will,1,"$292,662 ","$110,203,801 "
Self-help movement,1,$0 ,$0 
Self-sacrifice,1,$0 ,$0 
Set in Appalachia,1,"$500,104 ","$500,104 "
Set in Area 51,1,"$56,117,548 ","$167,849,187 "
Set in Arlington National Cemetary,1,"$29,284 ","$29,284 "
Set in Atlantis,1,"$229,024,295 ","$655,945,209 "
Set in Belfast,1,"$1,270,847 ","$4,377,258 "
Set in Bombay,1,"$355,922 ","$3,250,846 "
"Set in Catskill Mountains, NY",1,"$21,456 ","$21,456 "
Set in Cleveland,1,"$11,218 ","$53,980 "
Set in Connecticut,1,$0 ,$0 
"Set in Denver, CO",1,$0 ,$0 
Set in Ghana,1,$0 ,$0 
Set in Hiroshima,1,$0 ,"$19,794,935 "
Set in Honduras,1,$0 ,$0 
Set in Idaho,1,"$10,815,378 ","$10,815,378 "
Set in Kashmir,1,"$1,048,143 ","$1,164,305 "
Set in Kosovo,1,$0 ,$195 
Set in Malawi,1,"$17,012 ","$505,006 "
Set in Malaysia,1,$0 ,$0 
Set in Malta,1,$0 ,$0 
Set in Melbourne,1,"$1,625 ","$32,788 "
Set in Mount Fuji,1,"$26,594,261 ","$40,749,230 "
Set in Norfolk,1,"$4,250,507 ","$14,275,594 "
"Set in Orlando, FL",1,"$336,045,770 ","$1,159,631,140 "
Set in Paraguay,1,$0 ,$0 
Set in Persia,1,$0 ,"$1,578,543 "
Set in Quebec City,1,"$62,734 ","$77,615 "
Set in Republic of Georgia,1,"$13,348 ","$13,348 "
Set in Swaziland,1,"$44,045 ","$44,045 "
"Set in Tahiti, French Polynesia",1,"$200,140 ","$2,582,955 "
"Set in Tehran, Iran",1,"$71,613 ","$2,507,046 "
Set in The Hague,1,"$75,468,583 ","$183,428,327 "
"Set in Vancouver, Canada",1,"$235,849 ","$235,849 "
Set in Yemen,1,"$317,072 ","$1,278,413 "
Set on the Appalachian Trail,1,"$29,499,394 ","$37,119,358 "
Shoplifting,1,"$30,209 ","$30,209 "
Siren,1,$0 ,$0 
Sketch Comedy,1,"$228,004 ","$228,004 "
Skinheads,1,"$3,220,371 ","$3,807,503 "
Snowboarding,1,$0 ,"$114,437 "
Sociology,1,$0 ,$0 
Song Dynasty,1,"$45,157,105 ","$334,486,852 "
South Asian,1,"$230,808 ","$467,363 "
Spanish Inquisition,1,"$54,647,948 ","$240,759,682 "
Spoiled Heirs,1,"$1,155,652 ","$90,498,430 "
Sports Action,1,$0 ,$0 
Stage Fright,1,"$270,329,045 ","$632,483,611 "
Sung Dynasty,1,"$7,639 ","$7,639 "
Superhuman,1,"$76,916 ","$76,916 "
